xf,lnx,lnq
168.90081625724662,-16.000000000000007,7.8
215.23312081812878,-16.000000000000007,8.3
274.68302021289946,-16.000000000000007,8.8
350.96738061585427,-16.000000000000007,9.3
448.8567977740071,-16.000000000000007,9.8
8.90614055144262,-15.800000000000008,0.3
9.98693812698266,-15.800000000000008,0.8
11.372341545782247,-15.800000000000008,1.3
13.148236643372734,-15.800000000000008,1.8
15.424823305608859,-15.800000000000008,2.3
18.34349446471,-15.800000000000008,2.8
22.08566585516294,-15.800000000000008,3.3
26.884109081373513,-15.800000000000008,3.8
33.03749740047973,-15.800000000000008,4.3
40.929074918250556,-15.800000000000008,4.8
51.050618259727926,-15.800000000000008,5.3
64.03319141291934,-15.800000000000008,5.8
80.6866201514315,-15.800000000000008,6.3
102.05015891795712,-15.800000000000008,6.8
129.4575245672147,-15.800000000000008,7.3
164.62037192169663,-15.800000000000008,7.8
209.73544216959237,-15.800000000000008,8.3
267.622099244591,-15.800000000000008,8.8
341.8988745648778,-15.800000000000008,9.3
437.2100863878067,-15.800000000000008,9.8
8.810584021737434,-15.600000000000009,0.3
9.864036709314874,-15.600000000000009,0.8
11.214311698774578,-15.600000000000009,1.3
12.945079606855273,-15.600000000000009,1.8
15.163695353397435,-15.600000000000009,2.3
18.007898101845107,-15.600000000000009,2.8
21.65441108152236,-15.600000000000009,3.3
26.329979382102245,-15.600000000000009,3.8
32.3255365541636,-15.600000000000009,4.3
40.0143868686431,-15.600000000000009,4.8
49.87554167698021,-15.600000000000009,5.3
62.52367125068282,-15.600000000000009,5.8
78.74754801509066,-15.600000000000009,6.3
99.55938922257904,-15.600000000000009,6.8
126.25819020584422,-15.600000000000009,7.3
160.51101625176142,-15.600000000000009,7.8
204.45734683696926,-15.600000000000009,8.3
260.8430110716631,-15.600000000000009,8.8
333.1921083494297,-15.600000000000009,9.3
426.02768976456287,-15.600000000000009,9.8
8.718973667498805,-15.40000000000001,0.3
9.746188331183001,-15.40000000000001,0.8
11.062754979646687,-15.40000000000001,1.3
12.750217667705432,-15.40000000000001,1.8
14.913200148041474,-15.40000000000001,2.3
17.68593388407209,-15.40000000000001,2.8
21.24063708952698,-15.40000000000001,3.3
25.79826899753531,-15.40000000000001,3.8
31.642332360399262,-15.40000000000001,4.3
39.13658813371812,-15.40000000000001,4.8
48.747791381309824,-15.40000000000001,5.3
61.07487201934089,-15.40000000000001,5.8
76.88638782520376,-15.40000000000001,6.3
97.16859548984581,-15.40000000000001,6.8
123.1871508959357,-15.40000000000001,7.3
156.56630398588203,-15.40000000000001,7.8
199.39055011163535,-15.40000000000001,8.3
254.33510740254002,-15.40000000000001,8.8
324.8333967349515,-15.40000000000001,9.3
415.2920206805471,-15.40000000000001,9.8
8.631171254153148,-15.20000000000001,0.3
9.633214225172882,-15.20000000000001,0.8
10.91744047073725,-15.20000000000001,1.3
12.563352813024341,-15.20000000000001,1.8
14.672953360176118,-15.20000000000001,2.3
17.377106448808032,-15.20000000000001,2.8
20.843705704181765,-15.20000000000001,3.3
25.288156085139477,-15.20000000000001,3.8
30.986826790884194,-15.20000000000001,4.3
38.294316993918265,-15.20000000000001,4.8
47.66561519827279,-15.20000000000001,5.3
59.684539580695024,-15.20000000000001,5.8
75.10024017630357,-15.20000000000001,6.3
94.874048892537,-15.20000000000001,6.8
120.23961174875092,-15.20000000000001,7.3
152.78007010294422,-15.20000000000001,7.8
194.5271261386676,-15.20000000000001,8.3
248.088199553193,-15.20000000000001,8.8
316.80964323773054,-15.20000000000001,9.3
404.9862462105864,-15.20000000000001,9.8
8.547045726539872,-15.00000000000001,0.3
9.524944698416169,-15.00000000000001,0.8
10.778148750424705,-15.00000000000001,1.3
12.384201620141049,-15.00000000000001,1.8
14.442589205041472,-15.00000000000001,2.3
17.080944032853346,-15.00000000000001,2.8
20.463008812807985,-15.00000000000001,3.3
24.798857130089704,-15.00000000000001,3.8
30.358010718109004,-15.00000000000001,4.3
37.486274158683926,-15.00000000000001,4.8
46.627340695458045,-15.00000000000001,5.3
58.35052169985627,-15.00000000000001,5.8
73.38633593880213,-15.00000000000001,6.3
92.67218721043898,-15.00000000000001,6.8
117.41099101219608,-15.00000000000001,7.3
149.14642231839986,-15.00000000000001,7.8
189.85949815198111,-15.00000000000001,8.3
242.09254575434827,-15.00000000000001,8.8
309.10832364257004,-15.00000000000001,9.3
395.0942663434826,-15.00000000000001,9.8
8.466473154064317,-14.800000000000011,0.3
9.421219042837617,-14.800000000000011,0.8
10.644671756956981,-14.800000000000011,1.3
12.212495058818053,-14.800000000000011,1.8
14.221760163059397,-14.800000000000011,2.3
16.796998085102782,-14.800000000000011,2.8
20.097967835556663,-14.800000000000011,3.3
24.329626228744292,-14.800000000000011,3.8
29.75492295331685,-14.800000000000011,4.3
36.71122148273454,-14.800000000000011,4.8
45.63137347800531,-14.800000000000011,5.3
57.07076579121755,-14.800000000000011,5.8
71.74203328818277,-14.800000000000011,6.3
90.55961092575505,-14.800000000000011,6.8
114.6969149510649,-14.800000000000011,7.3
145.65973438470076,-14.800000000000011,7.8
185.38042972268755,-14.800000000000011,8.3
236.3388397364278,-14.800000000000011,8.8
301.7174711333138,-14.800000000000011,9.3
385.60069463510865,-14.800000000000011,9.8
8.389336711636572,-14.600000000000012,0.3
9.32188548840417,-14.600000000000012,0.8
10.516812704304748,-14.600000000000012,1.3
12.047978356755907,-14.600000000000012,1.8
14.01013677780586,-14.600000000000012,2.3
16.524842974286667,-14.600000000000012,2.8
19.74803331303201,-14.600000000000012,3.3
23.87975451690155,-14.600000000000012,3.8
29.17664946395891,-14.600000000000012,4.3
35.96798090543946,-14.600000000000012,4.8
44.6761957620099,-14.600000000000012,5.3
55.843317011259735,-14.600000000000012,5.8
70.16481516785457,-14.600000000000012,6.3
88.53307986162082,-14.600000000000012,6.8
112.09321340844903,-14.600000000000012,7.3
142.31464024720026,-14.600000000000012,7.8
181.08301708313243,-14.600000000000012,8.3
230.81820066857946,-14.600000000000012,8.8
294.6256631296795,-14.600000000000012,9.3
376.4908410136862,-14.600000000000012,9.8
8.315526700483812,-14.400000000000013,0.3
9.226801204135146,-14.400000000000013,0.8
10.394386055619352,-14.400000000000013,1.3
11.890410934982174,-14.400000000000013,1.8
13.807407539190123,-14.400000000000013,2.3
16.264075801050495,-14.400000000000013,2.8
19.41268462216135,-14.400000000000013,3.3
23.448569756209757,-14.400000000000013,3.8
28.622322786751877,-14.400000000000013,4.3
35.25543363273247,-14.400000000000013,4.8
43.76036524937229,-14.400000000000013,5.3
54.66631672678319,-14.400000000000013,5.8
68.65228722044249,-14.400000000000013,6.3
86.58951040609689,-14.400000000000013,6.8
109.59591610003409,-14.400000000000013,7.3
139.10602911874702,-14.400000000000013,7.8
176.9606826040157,-14.400000000000013,8.3
225.52216454668536,-14.400000000000013,8.8
287.82200994686707,-14.400000000000013,9.3
367.7506968803554,-14.400000000000013,9.8
8.2449406136915,-14.200000000000014,0.3
9.135832352535363,-14.200000000000014,0.8
10.27721756094569,-14.200000000000014,1.3
11.739566420984138,-14.200000000000014,1.8
13.61327886117861,-14.200000000000014,2.3
16.014316325518756,-14.200000000000014,2.8
19.091429833669586,-14.200000000000014,3.3
23.03543609479681,-14.200000000000014,3.8
28.091121655723082,-14.200000000000014,4.3
34.57251958502697,-14.200000000000014,4.8
42.88251433254865,-14.200000000000014,5.3
53.53800139316581,-14.200000000000014,5.8
67.2021762296738,-14.200000000000014,6.3
84.72597337310744,-14.200000000000014,6.8
107.20124970422408,-14.200000000000014,7.3
136.0290415500702,-14.200000000000014,7.8
173.0071695191724,-14.200000000000014,8.3
220.44267714652267,-14.200000000000014,8.8
281.2961454208269,-14.200000000000014,9.3
359.36692268097863,-14.200000000000014,9.8
8.177483252208999,-14.000000000000014,0.3
9.048854204147903,-14.000000000000014,0.8
10.165144367065503,-14.000000000000014,1.3
11.595232748904518,-14.000000000000014,1.8
13.427475165150083,-14.000000000000014,2.3
15.775207023593477,-14.000000000000014,2.8
18.783805727059317,-14.000000000000014,3.3
22.63975402127035,-14.000000000000014,3.8
27.582270868381734,-14.000000000000014,4.3
33.91823713916845,-14.000000000000014,4.8
42.041349663261265,-14.000000000000014,5.3
52.45670188411848,-14.000000000000014,5.8
65.81232912346368,-14.000000000000014,6.3
82.93969256219093,-14.000000000000014,6.8
104.90563582386297,-14.000000000000014,7.3
133.0790665889015,-14.000000000000014,7.8
169.2165380122002,-14.000000000000014,8.3
215.57208868255444,-14.000000000000014,8.8
275.03821967222694,-14.000000000000014,9.3
351.32683816258293,-14.000000000000014,9.8
8.113066898053964,-13.800000000000015,0.3
8.965751320096983,-13.800000000000015,0.8
10.05801520873619,-13.800000000000015,1.3
11.457212357774686,-13.800000000000015,1.8
13.249739081951057,-13.800000000000015,2.3
15.546413287622972,-13.800000000000015,2.8
18.48937798187935,-13.800000000000015,3.3
22.26096053473331,-13.800000000000015,3.8
27.09504141740511,-13.800000000000015,4.3
33.29164319764601,-13.800000000000015,4.8
41.235652125570105,-13.800000000000015,5.3
51.42084332218558,-13.800000000000015,5.8
64.4807125983586,-13.800000000000015,6.3
81.22804409069082,-13.800000000000015,6.8
102.70568990982741,-13.800000000000015,7.3
130.2517401386985,-13.800000000000015,7.8
165.58316280129156,-13.800000000000015,8.3
210.90315034029516,-13.800000000000015,8.8
269.03889421623865,-13.800000000000015,9.3
343.61841557017556,-13.800000000000015,9.8
8.05161155256529,-13.600000000000016,0.3
8.886417811802104,-13.600000000000016,0.8
9.955690692141586,-13.600000000000016,1.3
11.325322500607598,-13.600000000000016,1.8
13.079831787932843,-13.600000000000016,2.3
15.327623789738125,-13.600000000000016,2.8
18.20774156727953,-13.600000000000016,3.3
21.898529557357556,-13.600000000000016,3.8
26.628750919969292,-13.600000000000016,4.3
32.69185362406747,-13.600000000000016,4.8
40.46427726077899,-13.600000000000016,5.3
50.42894546790667,-13.600000000000016,5.8
63.20541343614437,-13.600000000000016,6.3
79.58855658512297,-13.600000000000016,6.8
100.59822125293005,-13.600000000000016,7.3
127.54294464780087,-13.600000000000016,7.8
162.10173238332536,-13.600000000000016,8.3
206.42901288079082,-13.600000000000016,8.8
263.2893396632064,-13.600000000000016,9.3
336.2302760867957,-13.600000000000016,9.8
7.993045248771315,-13.400000000000016,0.3
8.810757688474403,-13.400000000000016,0.8
9.858043683063286,-13.400000000000016,1.3
11.199395679187733,-13.400000000000016,1.8
12.91753349266416,-13.400000000000016,2.3
15.118551029055297,-13.400000000000016,2.8
17.938521355354744,-13.400000000000016,3.3
21.55197262030702,-13.400000000000016,3.8
26.182764382020867,-13.400000000000016,4.3
32.118044090204165,-13.400000000000016,4.8
39.72615619935515,-13.400000000000016,5.3
49.47962373500096,-13.400000000000016,5.8
61.98463959502813,-13.400000000000016,6.3
78.01891233273447,-13.400000000000016,6.8
98.58023416817531,-13.400000000000016,7.3
124.948810281589,-13.400000000000016,7.8
158.767250125163,-13.400000000000016,8.3
202.14322754906,-13.400000000000016,8.8
257.7812362965776,-13.400000000000016,9.3
329.1516898709607,-13.400000000000016,9.8
7.937304448220267,-13.200000000000017,0.3
8.738685304510305,-13.200000000000017,0.8
9.764959814061045,-13.200000000000017,1.3
11.079280221514807,-13.200000000000017,1.8
12.762644098550702,-13.200000000000017,2.3
14.918932086996943,-13.200000000000017,2.8
17.681372987466744,-13.200000000000017,3.3
21.220839858269336,-13.200000000000017,3.8
25.75649534021871,-13.200000000000017,4.3
31.56945138653686,-13.200000000000017,4.8
39.020297163142054,-13.200000000000017,5.3
48.57159090886383,-13.200000000000017,5.8
60.816722169997426,-13.200000000000017,6.3
76.51694950927522,-13.200000000000017,6.8
96.64893051391186,-13.200000000000017,7.3
122.465717753064,-13.200000000000017,7.8
155.57503741835095,-13.200000000000017,8.3
198.0397495533384,-13.200000000000017,8.8
252.50677785786786,-13.200000000000017,9.3
322.37258009955576,-13.200000000000017,9.8
7.884334533888209,-13.000000000000018,0.3
8.670125920387445,-13.000000000000018,0.8
9.676338126713869,-13.000000000000018,1.3
10.964841020957385,-13.000000000000018,1.8
12.614984055106145,-13.000000000000018,2.3
14.728529618003783,-13.000000000000018,2.8
17.43598402638302,-13.000000000000018,3.3
20.90472135227945,-13.000000000000018,3.8
25.349407429655088,-13.000000000000018,4.3
31.04537525479537,-13.000000000000018,4.8
38.345787609167466,-13.000000000000018,5.3
47.703659655496935,-13.000000000000018,5.8
59.70011832903463,-13.000000000000018,6.3
75.08066561386377,-13.000000000000018,6.8
94.80171370674523,-13.000000000000018,7.3
120.0903030098878,-13.000000000000018,7.8
152.52073914140823,-13.000000000000018,8.3
194.11294441662017,-13.000000000000018,8.8
247.4586789114091,-13.000000000000018,9.3
315.88353147756766,-13.000000000000018,9.8
7.834090411900171,-12.800000000000018,0.3
8.605016391984242,-12.800000000000018,0.8
9.592091866531351,-12.800000000000018,1.3
10.855960458027791,-12.800000000000018,1.8
12.474395432840328,-12.800000000000018,2.3
14.547133105583878,-12.800000000000018,2.8
17.202075430298486,-12.800000000000018,3.3
20.603248864430086,-12.800000000000018,3.8
24.961016430221665,-12.800000000000018,4.3
30.545180806785176,-12.800000000000018,4.8
37.70179709344166,-12.800000000000018,5.3
46.87474591668653,-12.800000000000018,5.8
58.63341534254339,-12.800000000000018,6.3
73.70822225497005,-12.800000000000018,6.8
93.03619440927552,-12.800000000000018,7.3
117.81946399593268,-12.800000000000018,7.8
149.60033169862604,-12.800000000000018,8.3
190.3575975326396,-12.800000000000018,8.8
242.6301861996409,-12.800000000000018,9.3
309.6758037232684,-12.800000000000018,9.8
7.786537235543333,-12.60000000000002,0.3
8.543306004118005,-12.60000000000002,0.8
9.512149449178835,-12.60000000000002,1.3
10.752539526921458,-12.60000000000002,1.8
12.340743243205566,-12.60000000000002,2.3
14.37456041541933,-12.60000000000002,2.8
16.97940338695079,-12.60000000000002,3.3
20.31609801066476,-12.60000000000002,3.8
24.590892847650284,-12.60000000000002,4.3
30.068301597654795,-12.60000000000002,4.8
37.08758093786299,-12.60000000000002,5.3
46.08387329303521,-12.60000000000002,5.8
57.61533583045838,-12.60000000000002,6.3
72.39795144029738,-12.60000000000002,6.8
91.35019807853008,-12.60000000000002,7.3
115.65036971873529,-12.60000000000002,7.8
146.81013392082085,-12.60000000000002,8.3
186.7689272789013,-12.60000000000002,8.8
238.01509442509362,-12.60000000000002,9.3
303.7413505689901,-12.60000000000002,9.8
7.741651265041037,-12.40000000000002,0.3
8.484957464085632,-12.40000000000002,0.8
9.436455616648608,-12.40000000000002,1.3
10.65449918895185,-12.40000000000002,1.8
12.213917031029478,-12.40000000000002,2.3
14.210659677238194,-12.40000000000002,2.8
16.76776154602686,-12.40000000000002,3.3
20.042990917836374,-12.40000000000002,3.8
24.238665085246588,-12.40000000000002,4.3
29.614243421748395,-12.40000000000002,4.8
36.50248478334234,-12.40000000000002,5.3
45.3301785164518,-12.40000000000002,5.8
56.64474435151802,-12.40000000000002,6.3
71.14836352336695,-12.40000000000002,6.8
89.74177456299884,-12.40000000000002,7.3
113.58047185431516,-12.40000000000002,7.8
144.14682111358002,-12.40000000000002,8.3
183.34260203951126,-12.40000000000002,8.8
233.60776689542317,-12.40000000000002,9.3
298.0728448179321,-12.40000000000002,9.8
7.699420875194647,-12.20000000000002,0.3
8.429948069393522,-12.20000000000002,0.8
9.364972800121569,-12.20000000000002,1.3
10.56178197276763,-12.20000000000002,1.8
12.09383276317968,-12.20000000000002,2.3
14.055311523937087,-12.20000000000002,2.8
16.56698368417262,-12.20000000000002,3.3
19.783699406511584,-12.20000000000002,3.8
23.904023256624342,-12.20000000000002,4.3
29.182588892234218,-12.20000000000002,4.8
35.94595010376814,-12.20000000000002,5.3
44.6129181033146,-12.20000000000002,5.8
55.72065544643798,-12.20000000000002,6.3
69.95815694395024,-12.20000000000002,6.8
88.2092099169052,-12.20000000000002,7.3
111.60751909704977,-12.20000000000002,7.8
141.60744250918972,-12.20000000000002,8.3
180.07476145426506,-12.20000000000002,8.8
229.40316142290945,-12.20000000000002,9.3
292.6637099417157,-12.20000000000002,9.8
7.659847719352004,-12.000000000000021,0.3
8.378271059581804,-12.000000000000021,0.8
9.297682701202662,-12.000000000000021,1.3
10.474353835218363,-12.000000000000021,1.8
11.980435030006056,-12.000000000000021,2.3
13.908431707789415,-12.000000000000021,2.8
16.37694682648167,-12.000000000000021,3.3
19.5380487283649,-12.000000000000021,3.8
23.586723674399103,-12.000000000000021,4.3
28.773002847000544,-12.000000000000021,4.8
35.417520732594134,-12.000000000000021,5.3
43.9314762515612,-12.000000000000021,5.8
54.84224321241548,-12.000000000000021,6.3
68.82622985731949,-12.000000000000021,6.8
86.75104054840492,-12.000000000000021,7.3
109.72957439822515,-12.000000000000021,7.8
139.18944229927206,-12.000000000000021,8.3
176.96204211250824,-12.000000000000021,8.8
225.39686174849814,-12.000000000000021,9.3
287.508158552901,-12.000000000000021,9.8
7.622948050791848,-11.800000000000022,0.3
8.329937153398479,-11.800000000000022,0.8
9.234588092987167,-11.800000000000022,1.3
10.392206284569678,-11.800000000000022,1.8
11.873699561555982,-11.800000000000022,2.3
13.769974096090317,-11.800000000000022,2.8
16.197574827243177,-11.800000000000022,3.3
19.305921861460867,-11.800000000000022,3.8
23.28659401876483,-11.800000000000022,4.3
28.385238585498413,-11.800000000000022,4.8
34.916850407642386,-11.800000000000022,5.3
43.285373988400394,-11.800000000000022,5.8
54.00885241699459,-11.800000000000022,6.3
67.75169366196033,-11.800000000000022,6.8
85.36606971330932,-11.800000000000022,7.3
107.94503510722063,-11.800000000000022,7.8
136.89068426494956,-11.800000000000022,8.3
174.0016077120468,-11.800000000000022,8.8
221.58511451484955,-11.800000000000022,9.3
282.60123778199863,-11.800000000000022,9.8
7.588754189357366,-11.600000000000023,0.3
8.28497625701916,-11.600000000000023,0.8
9.17571482401808,-11.600000000000023,1.3
10.31535874588208,-11.600000000000023,1.8
11.773636034379324,-11.600000000000023,2.3
13.639934017130459,-11.600000000000023,2.8
16.028842374769795,-11.600000000000023,3.3
19.087264320753285,-11.600000000000023,3.8
23.00353913402798,-11.600000000000023,4.3
28.01914487316097,-11.600000000000023,4.8
34.44371125658246,-11.600000000000023,5.3
42.6742794735474,-11.600000000000023,5.8
53.22001103440611,-11.600000000000023,6.3
66.7338882817998,-11.600000000000023,6.8
84.05338617674252,-11.600000000000023,7.3
106.25265579586954,-11.600000000000023,7.8
134.70947973292533,-11.600000000000023,8.3
171.19118334647365,-11.600000000000023,8.8
217.96487137062527,-11.600000000000023,9.3
277.93888103988013,-11.600000000000023,9.8
7.557316098814928,-11.400000000000023,0.3
8.24343930276541,-11.400000000000023,0.8
9.121113977166344,-11.400000000000023,1.3
10.243861111452034,-11.400000000000023,1.8
11.68029110058432,-11.400000000000023,2.3
13.518351874327909,-11.400000000000023,2.8
15.870779321097626,-11.400000000000023,3.3
18.882089363588424,-11.400000000000023,3.8
22.737547306962885,-11.400000000000023,4.3
27.674673535235648,-11.400000000000023,4.8
33.998003005310025,-11.400000000000023,5.3
42.09801919115571,-11.400000000000023,5.8
52.47544387675701,-11.400000000000023,6.3
65.77239879988393,-11.400000000000023,6.8
82.81238454596333,-11.400000000000023,7.3
104.65157315272408,-11.400000000000023,7.8
132.6446180992271,-11.400000000000023,8.3
168.52909298207894,-11.400000000000023,8.8
214.5338350420668,-11.400000000000023,9.3
